"","Datum","mTemp","mWind","mRegen","mSonne","Oil","month_sin","month_cos","day_of_week_sin","day_of_week_cos","mEURmwh"
"1785",2023-04-26,5.48666666666667,3.47575757575758,0.16969696969697,6.50484848484848,79.19,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,110.720833333333
"1786",2023-04-27,7.46867469879518,2.47710843373494,1.0921686746988,7.3144578313253,80.11,0.866025403784439,-0.5,-0.433883739117558,-0.900968867902419,112.286145833333
"1787",2023-04-27,7.46867469879518,2.47710843373494,1.0921686746988,7.3144578313253,80.11,0.866025403784439,-0.5,-0.433883739117558,-0.900968867902419,112.085833333333
"1788",2023-04-28,9.80853658536585,3.31036585365854,7.29268292682927,2.46951219512195,81.32,0.866025403784439,-0.5,-0.974927912181824,-0.222520933956315,105.962291666667
"1789",2023-04-28,9.80853658536585,3.31036585365854,7.29268292682927,2.46951219512195,81.32,0.866025403784439,-0.5,-0.974927912181824,-0.222520933956315,106.003333333333
"1790",2023-04-29,10.3909638554217,3.6644578313253,0.493975903614458,3.3144578313253,81.32,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,100.599166666667
"1791",2023-04-29,10.3909638554217,3.6644578313253,0.493975903614458,3.3144578313253,81.32,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,100.64625
"1792",2023-04-30,9.51987951807229,3.06686746987952,0.0753012048192771,10.3674698795181,81.32,0.866025403784439,-0.5,-2.44921270764475e-16,1,68.3001041666667
"1793",2023-04-30,9.51987951807229,3.06686746987952,0.0753012048192771,10.3674698795181,81.32,0.866025403784439,-0.5,-2.44921270764475e-16,1,69.2
"1794",2023-05-01,10.7260606060606,2.63151515151515,1.62666666666667,6.7459696969697,81.32,0.5,-0.866025403784439,0.78183148246803,0.623489801858734,87.5248958333333
"1795",2023-05-01,10.7260606060606,2.63151515151515,1.62666666666667,6.7459696969697,81.32,0.5,-0.866025403784439,0.78183148246803,0.623489801858734,87.5491666666667
"1796",2023-05-02,9.28545454545455,3.64848484848485,0.792121212121212,3.69294545454545,76.71,0.5,-0.866025403784439,0.974927912181824,-0.222520933956314,106.048229166667
"1797",2023-05-02,9.28545454545455,3.64848484848485,0.792121212121212,3.69294545454545,76.71,0.5,-0.866025403784439,0.974927912181824,-0.222520933956314,106.10125
"1798",2023-05-03,8.83658536585366,2.775,0,11.0843658536585,72.91,0.5,-0.866025403784439,0.433883739117558,-0.900968867902419,107.813333333333
"1799",2023-05-03,8.83658536585366,2.775,0,11.0843658536585,72.91,0.5,-0.866025403784439,0.433883739117558,-0.900968867902419,107.79875
